items__id;items__title;items__ns;items__url;items__revision__id;items__revision__user;items__revision__user_id;items__revision__timestamp;items__abstract;items__thumbnail;items__original_dimensions__width;items__original_dimensions__height;magazine
1620;Vandar Adg (New Earth);0;/wiki/Vandar_Adg_(New_Earth);1967808;Haroldrocks;1639863;1507152355;Vandar Adg was a caveman and leader of the Blood Tribe who was born 50,000 years ago. A...;https://vignette.wikia.nocookie.net/marvel_dc/images/9/99/Vandal_Savage_0002.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/734/window-height/734?cb=20091015072039;734;1024;DC
5574;Rao (New Earth);0;/wiki/Rao_(New_Earth);1974494;Shura LavaHielo;30759737;1508701123;Rao was the name attributed to the prime divine entity observed in Kryptonian religious...;https://vignette.wikia.nocookie.net/marvel_dc/images/b/ba/Rao_Deity_001.png/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/465/window-height/465?cb=20120108140623;465;631;DC
343395;Kal-Il (Earth 3);0;/wiki/Kal-Il_(Earth_3);1984332;Mr. Waddle Dee;3014359;1511045866;Kal-Il is the last Kryptonian of his universe and the vicious leader of the Crime Syndicate...;https://vignette.wikia.nocookie.net/marvel_dc/images/1/1e/Kal-Il_0001.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/1988/window-height/1988?cb=20131023191056;1988;3056;DC
1583;Cyrus Gold (New Earth);0;/wiki/Cyrus_Gold_(New_Earth);1983694;Starofjustice;17754216;1510866759;Cyrus Gold (Solomon Grundy), is a Zombie supervillain who has clashed with many heroes over the...;https://vignette.wikia.nocookie.net/marvel_dc/images/4/47/Solomon_Grundy_0003.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/400/window-height/400?cb=20081216042117;400;600;DC
1510;Green Arrow (Oliver Queen);0;/wiki/Green_Arrow_(Oliver_Queen);1984799;KylieMfever;1047061;1511172952;Green Arrow is a vigilante superhero who fights crime using archery, martial arts and...;https://vignette.wikia.nocookie.net/marvel_dc/images/b/bf/Green_Arrow_0012.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/900/window-height/900?cb=20100803064333;900;1367;DC
387054;Mobius (Antimatter Universe);0;/wiki/Mobius_(Antimatter_Universe);1992736;Tupka217;1038387;1513087196;Mobius was a powerful and ancient being who was universally known as the Anti-Monitor. Born on...;https://vignette.wikia.nocookie.net/marvel_dc/images/6/6b/Mobius_Antimatter_Universe.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/1988/window-height/1988?cb=20151231013925;1988;3056;DC
518995;Bruce Wayne (Earth -44);0;/wiki/Bruce_Wayne_(Earth_-44);1994311;DCLover1995;31733277;1513395937;Bruce Wayne, also known as the Batman of Earth -44, is the Murder Machine, one of Barbatos' Dark...;https://vignette.wikia.nocookie.net/marvel_dc/images/7/7f/Bruce_Wayne_%28Earth_-44%29_0001.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/1308/window-height/1308?cb=20170927192828;1308;2125;DC
333029;Joker (Prime Earth);0;/wiki/Joker_(Prime_Earth);1990832;Tupka217;1038387;1512644726;The Joker is a homicidal maniac and the archenemy of Batman. Though his precise origin is...;https://vignette.wikia.nocookie.net/marvel_dc/images/4/41/Batman_Vol_2_23.1_The_Joker_Textless.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/1500/window-height/1500?cb=20130904201016;1500;2336;DC
1835;Benjamin Turner (New Earth);0;/wiki/Benjamin_Turner_(New_Earth);1994620;Drgyen;1275506;1513492949;Ben Turner is Bronze Tiger, one of the world's greatest martial artists. He studied with Richard...;https://vignette.wikia.nocookie.net/marvel_dc/images/7/75/Bronze_Tiger_0002.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/724/window-height/724?cb=20091020033204;724;1024;DC
346776;Steppenwolf (Prime Earth);0;/wiki/Steppenwolf_(Prime_Earth);2000847;Samohyeah;33103785;1515037782;Steppenwolf is an Apokoliptian general, a member of Darkseid's Elite and the father of the...;https://vignette.wikia.nocookie.net/marvel_dc/images/7/76/Steppenwolf_Prime_Earth_001.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/768/window-height/768?cb=20120505194854;768;992;DC
33255;Mister Mxyzptlk (New Earth);0;/wiki/Mister_Mxyzptlk_(New_Earth);1997339;Vyndktvx;26815644;1514077996;The history of Mister Mxyzptlk is unknown before he introduces himself to Superman in his most...;https://vignette.wikia.nocookie.net/marvel_dc/images/a/a9/Mister_Mxyzptlk_001.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/717/window-height/717?cb=20091104040525;717;1024;DC
1485;J'onn J'onzz (New Earth);0;/wiki/J%27onn_J%27onzz_(New_Earth);1995625;AKA Wiccan;1633001;1513715862;Centuries ago on the planet Ma'aleca'andra, the Green Martians known as M'yrnn and Sha'sheen...;https://vignette.wikia.nocookie.net/marvel_dc/images/b/ba/Martian_Manhunter_0003.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/371/window-height/371?cb=20101215005015;371;576;DC
4721;Hunter Zolomon (New Earth);0;/wiki/Hunter_Zolomon_(New_Earth);2001668;Sromero78;25326704;1515209460;Hunter Zolomon is Zoom, a speedster super-villain and enemy to the Flash who became the third...;https://vignette.wikia.nocookie.net/marvel_dc/images/2/2d/Zoom_0001.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/501/window-height/501?cb=20121106011044;501;777;DC
71760;Dinah Laurel Lance (New Earth);0;/wiki/Dinah_Laurel_Lance_(New_Earth);2000853;Mr. Waddle Dee;3014359;1515038212;Dinah Laurel Lance was born into a family of crime fighters. Her father Larry Lance, was a...;https://vignette.wikia.nocookie.net/marvel_dc/images/6/6f/Black_Canary_0003.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/521/window-height/521?cb=20120209070457;521;800;DC
508175;Jor-El (Prime Earth);0;/wiki/Jor-El_(Prime_Earth);2003015;Sromero78;25326704;1515537665;Jor-El was a Kryptonian scientist and the father of Superman. Jor-El was a prominent scientist...;https://vignette.wikia.nocookie.net/marvel_dc/images/b/be/Superman_Vol_4_19_Textless.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/1280/window-height/1280?cb=20170314200852;1280;1911;DC
1618;Anissa Pierce (New Earth);0;/wiki/Anissa_Pierce_(New_Earth);2006616;TNTComics;29412937;1516242805;Her father did not want her following his footsteps, and he struck a bargain with her: she would...;https://vignette.wikia.nocookie.net/marvel_dc/images/f/ff/Anissa_Pierce_003.png/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/337/window-height/337?cb=20120409180550;337;549;DC
346910;John Diggle (Prime Earth);0;/wiki/John_Diggle_(Prime_Earth);2009653;TupBot217;25983018;1516534575;John Diggle is a former soldier of the U.S. Military and the first vigilante partner of Green...;https://vignette.wikia.nocookie.net/marvel_dc/images/8/8e/John_Diggle_0001.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/607/window-height/607?cb=20131101115143;607;923;DC
272941;Reign (Prime Earth);0;/wiki/Reign_(Prime_Earth);2004650;LEGOfan2010;6771193;1515886733;Reign is a Worldkiller, a biological weapon created on Krypton but eventually outlawed by the...;https://vignette.wikia.nocookie.net/marvel_dc/images/f/fe/Reign_001.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/496/window-height/496?cb=20120125203021;496;764;DC
51016;Jennifer Pierce (New Earth);0;/wiki/Jennifer_Pierce_(New_Earth);2006696;Kwamevaughan;34384927;1516278244;History of character has not yet been written. Powers Electrical Transformation: Using her...;https://vignette.wikia.nocookie.net/marvel_dc/images/5/5d/Jennifer_Pierce_%28New_Earth%29_001.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/799/window-height/799?cb=20150609132341;799;1063;DC
1514;Uxas (New Earth);0;/wiki/Uxas_(New_Earth);2005921;Drgyen;1275506;1516133347;Born of the royal family of Apokolips, Uxas is the younger son of Yuga Khan and Heggra. As a...;https://vignette.wikia.nocookie.net/marvel_dc/images/2/27/Darkseid_0005.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/654/window-height/654?cb=20100423050933;654;1024;DC
4780;Knockout (New Earth);0;/wiki/Knockout_(New_Earth);2010960;Samohyeah;33103785;1516818683;Knockout was a former Female Fury from Apokolips whose hidden identity was that of a...;https://vignette.wikia.nocookie.net/marvel_dc/images/5/59/Knockout.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/429/window-height/429?cb=20141111155538;429;493;DC
343649;Uxas (Prime Earth);0;/wiki/Uxas_(Prime_Earth);2011917;Mr. Waddle Dee;3014359;1517102297;Darkseid was the ruler of Apokolips, a tyrant who invaded multiple Earths throughout the entire...;https://vignette.wikia.nocookie.net/marvel_dc/images/4/43/Justice_League_Vol_2_23.1_Darkseid_Textless.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/1500/window-height/1500?cb=20130904214338;1500;2336;DC
1564;Lobo (New Earth);0;/wiki/Lobo_(New_Earth);2012135;Kowalewski;3567304;1517222182;"Lobo, whose name means ""one who devours your entrails and thoroughly enjoys it,"" is the last of...";https://vignette.wikia.nocookie.net/marvel_dc/images/0/01/Lobo_036.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/724/window-height/724?cb=20091018074554;724;1024;DC
517887;Bruce Wayne (Earth -1);0;/wiki/Bruce_Wayne_(Earth_-1);2011942;Gabrielsmith500;4161170;1517125330;Bruce Wayne, also known as the Batman of Earth -1, is The Devastator, one of Barbatos' Dark...;https://vignette.wikia.nocookie.net/marvel_dc/images/f/ff/Batman_The_Devastator_Vol_1_1_Textless.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/1500/window-height/1500?cb=20171101111239;1500;2280;DC
430790;Martha Kane (Flashpoint Timeline);0;/wiki/Martha_Kane_(Flashpoint_Timeline);2013046;SenatorLegstrong;34541527;1517441099;In the Flashpoint timeline, Joe Chill murders Bruce Wayne, rather than the boy's parents. Martha...;https://vignette.wikia.nocookie.net/marvel_dc/images/5/56/MarthaWayneJoker0001.jpg/revision/latest/window-crop/width/200/x-offset/49/y-offset/0/window-width/534/window-height/533?cb=20120920172306;628;533;DC
312524;H'el (Prime Earth);0;/wiki/H%27el_(Prime_Earth);2013474;Thorbrito;34559528;1517588133;H'El believed he was a Kryptonian space explorer who worked for Jor-El and Lara. H'El loved the...;https://vignette.wikia.nocookie.net/marvel_dc/images/6/64/Superboy_Vol_6_14_Textless.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/1073/window-height/1073?cb=20130221175932;1073;1650;DC
1870;Kara Zor-El (New Earth);0;/wiki/Kara_Zor-El_(New_Earth);2013521;MektonZ;31125534;1517596094;Kara-Zor-El, also known as Supergirl and Linda Lang, is a Kryptonian superhero based in...;https://vignette.wikia.nocookie.net/marvel_dc/images/7/72/Kara_Zor-El_003.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/520/window-height/520?cb=20070708185332;520;789;DC
346243;Lois Lane (Earth 3);0;/wiki/Lois_Lane_(Earth_3);2015024;Haroldrocks;1639863;1518222445;Superwoman is an Amazonian native of Earth 3 and a member of the Crime Syndicate. She entered...;https://vignette.wikia.nocookie.net/marvel_dc/images/6/6d/Earth_3_Superwoman.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/870/window-height/870?cb=20131109231026;870;1304;DC
66786;Jonathan Osterman (Watchmen);0;/wiki/Jonathan_Osterman_(Watchmen);2016166;Tupka217;1038387;1518586439;Doctor Jonathan Osterman was a nuclear physicist who was caught in a radioactive particle test...;https://vignette.wikia.nocookie.net/marvel_dc/images/d/d5/Doctor_Manhattan_Watchmen_0003.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/612/window-height/612?cb=20171228073558;612;957;DC
1556;Roy Harper (New Earth);0;/wiki/Roy_Harper_(New_Earth);2015744;Shadzane;918732;1518450780;Arsenal is the current vigilante identity of Roy Harper, Green Arrow's ward and former sidekick...;https://vignette.wikia.nocookie.net/marvel_dc/images/d/d6/Arsenal_0010.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/1280/window-height/1280?cb=20160908033524;1280;1927;DC
328248;Victor Stone (Prime Earth);0;/wiki/Victor_Stone_(Prime_Earth);2016168;Tupka217;1038387;1518586488;Victor Stone was a high school athlete at odds with his brilliant scientist father Silas Stone...;https://vignette.wikia.nocookie.net/marvel_dc/images/7/78/Cyborg_Vol_1_1_Textless.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/1500/window-height/1500?cb=20160323205646;1500;2277;DC
7155;Jonah Hex (New Earth);0;/wiki/Jonah_Hex_(New_Earth);2017278;TupBot217;25983018;1518890284;Jonah Hex was a legendary bounty hunter on the American western frontier in the 19th Century...;https://vignette.wikia.nocookie.net/marvel_dc/images/a/a3/Jonah_Hex_0007.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/589/window-height/589?cb=20120315191524;589;793;DC
342309;John Constantine (Prime Earth);0;/wiki/John_Constantine_(Prime_Earth);2017977;Haroldrocks;1639863;1519074664;John Constantine is an occult detective from Liverpool, England. His violent and anti-social...;https://vignette.wikia.nocookie.net/marvel_dc/images/6/60/The_Hellblazer_Rebirth_Vol_1_1_Solicit.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/900/window-height/900?cb=20160518083938;900;1387;DC
3458;Etrigan (New Earth);0;/wiki/Etrigan_(New_Earth);2017151;Captainjackster;27704252;1518828147;Etrigan is a demon prince of Hell who was bound to the mortal, Jason Blood. They have walked the...;https://vignette.wikia.nocookie.net/marvel_dc/images/4/4e/Etrigan_0001.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/960/window-height/960?cb=20111001101849;960;1447;DC
321546;Timothy Drake (Prime Earth);0;/wiki/Timothy_Drake_(Prime_Earth);2018043;Mr. Waddle Dee;3014359;1519097689;Tim Drake is a teen vigilante who once trained under the Batman using the moniker Red Robin...;https://vignette.wikia.nocookie.net/marvel_dc/images/f/f1/We_Are_Robin_Vol_1_7_Textless.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/1500/window-height/1500?cb=20151218153934;1500;2277;DC
1611;Garfield Logan (New Earth);0;/wiki/Garfield_Logan_(New_Earth);2019028;Tupka217;1038387;1519402826;As a child, Garfield Logan contracted a rare illness called Sakutia and was cured by a serum...;https://vignette.wikia.nocookie.net/marvel_dc/images/5/5e/Changeling_Beastboy_04.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/500/window-height/500?cb=20060108182202;500;752;DC
517888;Bruce Wayne (Earth -32);0;/wiki/Bruce_Wayne_(Earth_-32);2021915;Dstdnt;3031773;1519926739;Bruce Wayne, also known as the Batman of Earth -32, is the Dawnbreaker, one of Barbatos' Dark...;https://vignette.wikia.nocookie.net/marvel_dc/images/7/7d/Batman_The_Dawnbreaker_Vol_1_1_Textless.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/688/window-height/688?cb=20171004152845;688;1044;DC
1486;Aquaman (Arthur Curry);0;/wiki/Aquaman_(Arthur_Curry);2022173;TupBot217;25983018;1519987106;Aquaman is the telepathic ruler of Atlantis and the Earth's oceans, an Atlantean with incredible...;https://vignette.wikia.nocookie.net/marvel_dc/images/4/46/Aquaman_0003.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/400/window-height/400?cb=20101225184959;400;600;DC
1559;Michael Jon Carter (New Earth);0;/wiki/Michael_Jon_Carter_(New_Earth);2021597;Kowalewski;3567304;1519858354;Michael Jon Carter, alias Booster Gold was born on December 29th, in the year 2442. Using the...;https://vignette.wikia.nocookie.net/marvel_dc/images/4/4f/Booster_Gold_v.2_32_virgin.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/900/window-height/900?cb=20140613214714;900;1369;DC
1448;Wonder Woman (Diana Prince);0;/wiki/Wonder_Woman_(Diana_Prince);2020971;Samohyeah;33103785;1519754642;Diana is the daughter of Queen Hippolyta, the first child born on Paradise Island in the three...;https://vignette.wikia.nocookie.net/marvel_dc/images/9/95/Wonder_Woman_0024.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/618/window-height/618?cb=20140728202508;618;932;DC
1469;Harleen Quinzel (New Earth);0;/wiki/Harleen_Quinzel_(New_Earth);2021988;MysteryScooby;5504437;1519955385;Dr. Harleen Quinzel, better known as Harley Quinn, is a recurring antagonist in the Batman...;https://vignette.wikia.nocookie.net/marvel_dc/images/9/9c/Harley_Quinn_0002.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/1500/window-height/1500?cb=20140924160126;1500;2260;DC
22026;Black Flash (New Earth);0;/wiki/Black_Flash_(New_Earth);2022226;TupBot217;25983018;1519987807;The Black Flash fulfills the role of Death for those who possess super-speed, returning them to...;https://vignette.wikia.nocookie.net/marvel_dc/images/c/c9/Black_Flash_0007.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/1013/window-height/1013?cb=20140530173750;1013;1600;DC
1449;Donna Troy (New Earth);0;/wiki/Donna_Troy_(New_Earth);2022299;TupBot217;25983018;1519989622;Donna Troy, alias Wonder Girl was created to be a playmate for the young Wonder Woman by the...;https://vignette.wikia.nocookie.net/marvel_dc/images/e/ea/DC_Special_Return_of_Donna_Troy_Vol_1_4_Textless.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/796/window-height/796?cb=20161018203821;796;1197;DC
435181;Eobard Thawne (Prime Earth);0;/wiki/Eobard_Thawne_(Prime_Earth);2022308;TupBot217;25983018;1519990071;Professor Eobard Thawne, otherwise known as the Reverse-Flash and Professor Zoom (or simply...;https://vignette.wikia.nocookie.net/marvel_dc/images/9/9a/Batman_Vol_3_22_Textless_2.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/812/window-height/812?cb=20170504015809;812;1044;DC
13264;Michael Demiurgos (New Earth);0;/wiki/Michael_Demiurgos_(New_Earth);2024380;Belokoniov;31078410;1520387116;Many years ago, during Lucifer's rebellion in Heaven, Michael Demiurgos led God's forces against...;https://vignette.wikia.nocookie.net/marvel_dc/images/f/ff/Lucifer_Vol_1_44_Textless.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/528/window-height/528?cb=20160307175054;528;780;DC
10221;Dawn Allen (New Earth);0;/wiki/Dawn_Allen_(New_Earth);2022267;TupBot217;25983018;1519989142;Dawn Allen was the daughter of Barry and Iris Allen, conceived in the 30th Century after her...;https://vignette.wikia.nocookie.net/marvel_dc/images/a/a5/Dawnallen.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/303/window-height/303?cb=20141119200128;303;519;DC
1612;Koriand'r (New Earth);0;/wiki/Koriand%27r_(New_Earth);2026084;Wretchedrichard;34976277;1520841287;Tamaran's Princess Koriand'r was the second of three children. Her older sister, Komand'r was...;https://vignette.wikia.nocookie.net/marvel_dc/images/5/51/Starfire_005.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/425/window-height/425?cb=20051229010808;425;599;DC
1864;Raven (New Earth);0;/wiki/Raven_(New_Earth);2026358;Kyletheobald;246292;1520958042;Raven, or Rachel Roth, has been a prominent member of the Teen Titans. Raven is a...;https://vignette.wikia.nocookie.net/marvel_dc/images/b/bc/Raven_and_Brother_Blood.jpg/revision/latest/window-crop/width/200/x-offset/38/y-offset/0/window-width/237/window-height/236?cb=20090729202451;310;236;DC
343267;Selina Kyle (Prime Earth);0;/wiki/Selina_Kyle_(Prime_Earth);2027172;Tupka217;1038387;1521238244;Selina Kyle is Catwoman, a Gotham City thief who has crossed paths with Batman on several...;https://vignette.wikia.nocookie.net/marvel_dc/images/e/e8/Catwoman_Vol_4_47_Textless.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/1500/window-height/1500?cb=20160916171703;1500;2250;DC
23387;Superman (Clark Kent);0;/wiki/Superman_(Clark_Kent);2020708;Mugiwara1994;5133668;1519691314;Superman is the most powerful being on planet Earth, an alien immigrant named Kal-El from the...;https://vignette.wikia.nocookie.net/marvel_dc/images/1/14/Superman_0002.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/400/window-height/400?cb=20100419210629;400;600;DC
1704;John Constantine (New Earth);0;/wiki/John_Constantine_(New_Earth);2026996;Psychoanalyze;35008656;1521153004;John Constantine is an occult detective from Liverpool, England. His violent and anti-social...;https://vignette.wikia.nocookie.net/marvel_dc/images/c/cc/John_Constantine_0010.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/680/window-height/680?cb=20120227070728;680;1024;DC
5266;Nabu (New Earth);0;/wiki/Nabu_(New_Earth);2027455;Oisindadevil;24834263;1521334827;Doctor Fate's origins begin over 10 billion years ago. Here, not long after the formation of the...;https://vignette.wikia.nocookie.net/marvel_dc/images/5/5e/Nabu_012.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/496/window-height/496?cb=20130326102155;496;692;DC
69851;Kal-El (DC One Million);0;/wiki/Kal-El_(DC_One_Million);2027701;Tupka217;1038387;1521463652;The Superman of the 853rd Century survived by becoming the living extension of the sun. He left...;https://vignette.wikia.nocookie.net/marvel_dc/images/8/8c/Superman_Prime.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/750/window-height/750?cb=20131230001603;750;1396;DC
323259;Koriand'r (Prime Earth);0;/wiki/Koriand%27r_(Prime_Earth);2027718;Tupka217;1038387;1521467405;Koriand'r is an alien princess from the planet Tamaran who lived in peace and happiness until...;https://vignette.wikia.nocookie.net/marvel_dc/images/2/28/Teen_Titans_Vol_6_16_Textless.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/1280/window-height/1280?cb=20180124210548;1280;1823;DC
1383;Flash (Wally West);0;/wiki/Flash_(Wally_West);2027567;Tupka217;1038387;1521383874;Wally West was born to Rudolph and Mary West in Blue Valley, Nebraska. As a boy, Wally would...;https://vignette.wikia.nocookie.net/marvel_dc/images/b/bd/Flash_Wally_West_0001.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/709/window-height/709?cb=20130711160534;709;999;DC
1680;Kent Nelson (New Earth);0;/wiki/Kent_Nelson_(New_Earth);2027451;Oisindadevil;24834263;1521334310;Kent Nelson is Doctor Fate, a powerful sorcerer and agent for the Lords of Order who fights evil...;https://vignette.wikia.nocookie.net/marvel_dc/images/5/56/Doctor_Fate_0001.jpg/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/736/window-height/736?cb=20110309053004;736;1217;DC
483137;Dogwelder II (Prime Earth);0;/wiki/Dogwelder_II_(Prime_Earth);2027720;Theemptydiamond;31004013;1521468448;Dogwelder was a seemingly average businessman, who had a good job and loving family. One day...;https://vignette.wikia.nocookie.net/marvel_dc/images/a/a3/Dogwelder_II_Prime_Earth_001.png/revision/latest/window-crop/width/200/x-offset/0/y-offset/0/window-width/450/window-height/450?cb=20150819172921;450;514;DC
